id,الدولة,الوحدة_الإدارية_العليا,المستوى_الثاني,المدينة_أو_القرية,الحي_أو_الحارة,الاسم_المحلي,الأسماء_البديلة,النوع,خط_العرض,خط_الطول,الارتفاع_م,السكان,سنة_السكان,المصدر,تاريخ_المصدر,درجة_الثقة,ملاحظات
MR-04,موريتانيا,الحوض الشرقي,النعمة,—,—,النعمة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية؛ قرب كمبي صالح عاصمة إمبراطورية غانا
MR-05,موريتانيا,الحوض الشرقي,ولاتة,—,—,ولاتة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,القصور القديمة — يونسكو 1996
MR-06,موريتانيا,الحوض الشرقي,تمبدغة,—,—,تمبدغة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-W-نواكشو,موريتانيا,نواكشوط الجنوبية,—,—,—,نواكشوط الجنوبية,—,ولاية,,,,627415,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,252 كم²؛ العاصمة عرفات؛ 3 مقاطعة؛ الكثافة 2489.74 ن/كم²
MR-07,موريتانيا,نواكشوط الجنوبية,عرفات,—,—,عرفات,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-08,موريتانيا,نواكشوط الجنوبية,الميناء,—,—,الميناء,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-09,موريتانيا,نواكشوط الجنوبية,الرياض,—,—,الرياض,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-W-نواكشو,موريتانيا,نواكشوط الشمالية,—,—,—,نواكشوط الشمالية,—,ولاية,,,,614465,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,306 كم²؛ العاصمة دار النعيم؛ 3 مقاطعة؛ الكثافة 2008.06 ن/كم²
MR-10,موريتانيا,نواكشوط الشمالية,دار النعيم,—,—,دار النعيم,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-11,موريتانيا,نواكشوط الشمالية,تيارت,—,—,تيارت,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-12,موريتانيا,نواكشوط الشمالية,توجنين,—,—,توجنين,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-W-لعصابة,موريتانيا,لعصابة,—,—,—,لعصابة,—,ولاية,,,,451804,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,36600 كم²؛ العاصمة كيفة؛ 5 مقاطعة؛ الكثافة 12.34 ن/كم²
MR-13,موريتانيا,لعصابة,باركيول,—,—,باركيول,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-14,موريتانيا,لعصابة,بومديد,—,—,بومديد,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-15,موريتانيا,لعصابة,كرو,—,—,كرو,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-16,موريتانيا,لعصابة,كنكوصة,—,—,كنكوصة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-17,موريتانيا,لعصابة,كيفة,—,—,كيفة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-W-كوركول,موريتانيا,كوركول,—,—,—,كوركول,—,ولاية,,,,442490,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,13600 كم²؛ العاصمة كيهيدي؛ 4 مقاطعة؛ الكثافة 32.54 ن/كم²
MR-18,موريتانيا,كوركول,كيهيدي,—,—,كيهيدي,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-19,موريتانيا,كوركول,امبود,—,—,امبود,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-20,موريتانيا,كوركول,مقامة,—,—,مقامة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-21,موريتانيا,كوركول,مونكل,—,—,مونكل,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-W-الحوض ,موريتانيا,الحوض الغربي,—,—,—,الحوض الغربي,—,ولاية,,,,403091,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,53400 كم²؛ العاصمة لعيون؛ 4 مقاطعة؛ الكثافة 7.55 ن/كم²
MR-22,موريتانيا,الحوض الغربي,لعيون,—,—,لعيون,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟡,عاصمة الولاية؛ 🟡 غير مؤكدة من المصدر الأول
MR-23,موريتانيا,الحوض الغربي,أطويل,—,—,أطويل,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟡,🟡 غير مؤكدة من المصدر الأول
MR-24,موريتانيا,الحوض الغربي,كوبني,—,—,كوبني,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟡,🟡 غير مؤكدة من المصدر الأول
MR-25,موريتانيا,الحوض الغربي,تامشكط,—,—,تامشكط,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟡,🟡 غير مؤكدة من المصدر الأول
MR-W-البراك,موريتانيا,البراكنة,—,—,—,البراكنة,—,ولاية,,,,391310,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,33000 كم²؛ العاصمة ألاك؛ 5 مقاطعة؛ الكثافة 11.86 ن/كم²
MR-26,موريتانيا,البراكنة,ألاك,—,—,ألاك,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-27,موريتانيا,البراكنة,بابابي,—,—,بابابي,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-28,موريتانيا,البراكنة,بوكي,—,—,بوكي,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-29,موريتانيا,البراكنة,امباني,—,—,امباني,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-30,موريتانيا,البراكنة,مقطع لحجار,—,—,مقطع لحجار,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-W-كيدي م,موريتانيا,كيدي ماغا,—,—,—,كيدي ماغا,—,ولاية,,,,363075,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,10300 كم²؛ العاصمة سيليبابي؛ 2 مقاطعة؛ الكثافة 35.25 ن/كم²
MR-31,موريتانيا,كيدي ماغا,ولد ينج,—,—,ولد ينج,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-32,موريتانيا,كيدي ماغا,سيليبابي,—,—,سيليبابي,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-W-الترار,موريتانيا,الترارزة,—,—,—,الترارزة,—,ولاية,,,,323903,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,67800 كم²؛ العاصمة روصو؛ 6 مقاطعة؛ الكثافة 4.78 ن/كم²
MR-33,موريتانيا,الترارزة,بوتلميت,—,—,بوتلميت,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-34,موريتانيا,الترارزة,كرمسين,—,—,كرمسين,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-35,موريتانيا,الترارزة,المذرذرة,—,—,المذرذرة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-36,موريتانيا,الترارزة,واد الناقة,—,—,واد الناقة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-37,موريتانيا,الترارزة,الركيز,—,—,الركيز,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-38,موريتانيا,الترارزة,روصو,—,—,روصو,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-W-نواكشو,موريتانيا,نواكشوط الغربية,—,—,—,نواكشوط الغربية,—,ولاية,,,,204881,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,146 كم²؛ العاصمة تفرغ زينة؛ 3 مقاطعة؛ الكثافة 1403.29 ن/كم²
MR-39,موريتانيا,نواكشوط الغربية,لكصر,—,—,لكصر,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-40,موريتانيا,نواكشوط الغربية,السبخة,—,—,السبخة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-41,موريتانيا,نواكشوط الغربية,تفرغ زينة,—,—,تفرغ زينة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-W-داخلة ,موريتانيا,داخلة نواذيبو,—,—,—,داخلة نواذيبو,—,ولاية,,,,184459,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,23090 كم²؛ العاصمة نواذيبو؛ 2 مقاطعة؛ الكثافة 7.99 ن/كم²
MR-42,موريتانيا,داخلة نواذيبو,نواذيبو,—,—,نواذيبو,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية؛ الميناء الرئيس
MR-43,موريتانيا,داخلة نواذيبو,الشامي,—,—,الشامي,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,مدينة تعدين حديثة
MR-W-تكانت,موريتانيا,تكانت,—,—,—,تكانت,—,ولاية,,,,114760,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,98340 كم²؛ العاصمة تجكجة؛ 3 مقاطعة؛ الكثافة 1.17 ن/كم²
MR-44,موريتانيا,تكانت,المجرية,—,—,المجرية,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-45,موريتانيا,تكانت,تيشيت,—,—,تيشيت,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,القصور القديمة — يونسكو 1996
MR-46,موريتانيا,تكانت,تجكجة,—,—,تجكجة,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-W-تيرس ز,موريتانيا,تيرس زمور,—,—,—,تيرس زمور,—,ولاية,,,,79129,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,252900 كم²؛ العاصمة الزويرات؛ 3 مقاطعة؛ الكثافة 0.31 ن/كم²
MR-47,موريتانيا,تيرس زمور,بير أم اكرين,—,—,بير أم اكرين,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-48,موريتانيا,تيرس زمور,فديرك,—,—,فديرك,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-49,موريتانيا,تيرس زمور,الزويرات,—,—,الزويرات,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية؛ مناجم الحديد؛ قطار الحديد أطول قطار في العالم
MR-W-أدرار,موريتانيا,أدرار,—,—,—,أدرار,—,ولاية,,,,71623,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,235000 كم²؛ العاصمة أطار؛ 4 مقاطعة؛ الكثافة 0.3 ن/كم²
MR-50,موريتانيا,أدرار,أطار,—,—,أطار,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية
MR-51,موريتانيا,أدرار,شنقيط,—,—,شنقيط,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,القصور القديمة — يونسكو 1996
MR-52,موريتانيا,أدرار,أوجفت,—,—,أوجفت,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
MR-53,موريتانيا,أدرار,وادان,—,—,وادان,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,القصور القديمة — يونسكو 1996
MR-W-إينشير,موريتانيا,إينشيري,—,—,—,إينشيري,—,ولاية,,,,29484,2023,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,46800 كم²؛ العاصمة أكجوجت؛ 2 مقاطعة؛ الكثافة 0.63 ن/كم²
MR-54,موريتانيا,إينشيري,أكجوجت,—,—,أكجوجت,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,عاصمة الولاية؛ مناجم النحاس والذهب
MR-55,موريتانيا,إينشيري,بنشاب,—,—,بنشاب,—,مقاطعة,,,,,,المكتب الوطني للإحصاء الموريتاني / وزارة الداخلية واللامركزية,2023,🟢,
